model,time,delta_time,encoding,num_slices,num_dimensions,accuracy
Wisard,2025-01-22 23:30:12,0.0086,Scatter Code,90,40,33.33
Wisard,2025-01-22 23:30:14,0.0023,Distributive,,,96.67
Wisard,2025-01-22 23:30:14,0.0020,Gaussian,,,96.67
Wisard,2025-01-22 23:30:14,0.0022,Linear,,,98.0
Wisard,2025-01-22 23:30:14,0.0129,Scatter Code,90,60,33.33
Wisard,2025-01-22 23:30:15,0.0062,Distributive,,,98.0
Wisard,2025-01-22 23:30:15,0.0051,Gaussian,,,94.67
Wisard,2025-01-22 23:30:15,0.0153,Linear,,,98.0
Wisard,2025-01-22 23:30:15,0.0231,Scatter Code,90,80,33.33
Wisard,2025-01-22 23:30:16,0.0017,Distributive,,,98.0
Wisard,2025-01-22 23:30:16,0.0018,Gaussian,,,97.33
Wisard,2025-01-22 23:30:16,0.0016,Linear,,,98.0
Wisard,2025-01-22 23:30:16,0.0087,Scatter Code,90,100,97.33
Wisard,2025-01-22 23:30:17,0.0082,Distributive,,,98.0
Wisard,2025-01-22 23:30:17,0.0021,Gaussian,,,98.67
Wisard,2025-01-22 23:30:17,0.0023,Linear,,,97.33
Wisard,2025-01-22 23:30:17,0.0094,Scatter Code,90,120,96.67
Wisard,2025-01-22 23:30:19,0.0026,Distributive,,,96.0
Wisard,2025-01-22 23:30:19,0.0027,Gaussian,,,96.67
Wisard,2025-01-22 23:30:19,0.0027,Linear,,,98.67
Wisard,2025-01-22 23:30:19,0.0127,Scatter Code,90,140,97.33
Wisard,2025-01-22 23:30:20,0.0020,Distributive,,,96.67
Wisard,2025-01-22 23:30:20,0.0016,Gaussian,,,98.0
Wisard,2025-01-22 23:30:20,0.0017,Linear,,,98.0
Wisard,2025-01-22 23:30:20,0.0111,Scatter Code,90,160,96.0
Wisard,2025-01-22 23:30:21,0.0020,Distributive,,,94.67
Wisard,2025-01-22 23:30:21,0.0019,Gaussian,,,96.0
Wisard,2025-01-22 23:30:21,0.0017,Linear,,,97.33
Wisard,2025-01-22 23:30:21,0.0123,Scatter Code,90,180,100.0
Wisard,2025-01-22 23:30:22,0.0059,Distributive,,,95.33
Wisard,2025-01-22 23:30:22,0.0035,Gaussian,,,96.67
Wisard,2025-01-22 23:30:22,0.0031,Linear,,,98.67
Wisard,2025-01-22 23:30:22,0.0196,Scatter Code,90,200,98.0
Wisard,2025-01-22 23:30:23,0.0023,Distributive,,,97.33
Wisard,2025-01-22 23:30:23,0.0026,Gaussian,,,96.0
Wisard,2025-01-22 23:30:23,0.0035,Linear,,,96.0
Wisard,2025-01-22 23:30:23,0.0056,Scatter Code,100,20,33.33
Wisard,2025-01-22 23:30:24,0.0035,Distributive,,,96.67
Wisard,2025-01-22 23:30:25,0.0025,Gaussian,,,97.33
Wisard,2025-01-22 23:30:25,0.0027,Linear,,,98.0
Wisard,2025-01-22 23:30:25,0.0098,Scatter Code,100,40,33.33
Wisard,2025-01-22 23:30:26,0.0028,Distributive,,,98.0
Wisard,2025-01-22 23:30:26,0.0041,Gaussian,,,98.0
Wisard,2025-01-22 23:30:26,0.0020,Linear,,,98.67
Wisard,2025-01-22 23:30:26,0.0102,Scatter Code,100,60,33.33
Wisard,2025-01-22 23:30:27,0.0028,Distributive,,,97.33
Wisard,2025-01-22 23:30:27,0.0028,Gaussian,,,97.33
Wisard,2025-01-22 23:30:27,0.0036,Linear,,,98.0
Wisard,2025-01-22 23:30:27,0.0163,Scatter Code,100,80,33.33
Wisard,2025-01-22 23:30:28,0.0029,Distributive,,,97.33
Wisard,2025-01-22 23:30:28,0.0021,Gaussian,,,94.0
Wisard,2025-01-22 23:30:28,0.0021,Linear,,,97.33
Wisard,2025-01-22 23:30:28,0.0080,Scatter Code,100,100,98.0
Wisard,2025-01-22 23:30:29,0.0056,Distributive,,,96.67
Wisard,2025-01-22 23:30:29,0.0028,Gaussian,,,97.33
Wisard,2025-01-22 23:30:29,0.0018,Linear,,,97.33
Wisard,2025-01-22 23:30:29,0.0102,Scatter Code,100,120,97.33
Wisard,2025-01-22 23:30:30,0.0033,Distributive,,,96.67
Wisard,2025-01-22 23:30:30,0.0025,Gaussian,,,96.0
Wisard,2025-01-22 23:30:30,0.0024,Linear,,,98.67
Wisard,2025-01-22 23:30:30,0.0117,Scatter Code,100,140,96.67
Wisard,2025-01-22 23:30:32,0.0034,Distributive,,,98.67
Wisard,2025-01-22 23:30:32,0.0031,Gaussian,,,96.67
Wisard,2025-01-22 23:30:32,0.0025,Linear,,,97.33
Wisard,2025-01-22 23:30:32,0.0132,Scatter Code,100,160,98.0
Wisard,2025-01-22 23:30:33,0.0029,Distributive,,,95.33
Wisard,2025-01-22 23:30:33,0.0022,Gaussian,,,96.0
Wisard,2025-01-22 23:30:33,0.0020,Linear,,,98.67
Wisard,2025-01-22 23:30:33,0.0124,Scatter Code,100,180,96.0
Wisard,2025-01-22 23:30:34,0.0027,Distributive,,,96.67
Wisard,2025-01-22 23:30:34,0.0057,Gaussian,,,98.0
Wisard,2025-01-22 23:30:34,0.0059,Linear,,,98.67
Wisard,2025-01-22 23:30:34,0.0183,Scatter Code,100,200,98.0
