model,time,delta_time,dataset,encoding,num_slices,num_dimensions,accuracy
DWN,2025-01-27 22:11:50,3.46,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.5344
DWN,2025-01-27 22:11:51,3.6482,MAGIC Gamma Telescope,Gaussian,,,0.7704
DWN,2025-01-27 22:11:52,3.4034,MAGIC Gamma Telescope,Gaussian,,,0.8034
DWN,2025-01-27 22:11:53,3.2908,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.5344
DWN,2025-01-27 22:11:53,4.1736,MAGIC Gamma Telescope,Linear,,,0.4658
DWN,2025-01-27 22:11:55,3.4754,MAGIC Gamma Telescope,Gaussian,,,0.7895
DWN,2025-01-27 22:11:56,3.3185,MAGIC Gamma Telescope,Gaussian,,,0.8109
DWN,2025-01-27 22:11:56,3.2898,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.5344
DWN,2025-01-27 22:11:57,4.0059,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-27 22:11:58,3.6375,MAGIC Gamma Telescope,Gaussian,,,0.8068
DWN,2025-01-27 22:11:59,3.3753,MAGIC Gamma Telescope,Gaussian,,,0.7504
DWN,2025-01-27 22:12:00,3.3054,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.5344
DWN,2025-01-27 22:12:01,4.1173,MAGIC Gamma Telescope,Linear,,,0.4713
DWN,2025-01-27 22:12:02,3.5316,MAGIC Gamma Telescope,Gaussian,,,0.8044
DWN,2025-01-27 22:12:02,3.5103,MAGIC Gamma Telescope,Gaussian,,,0.8166
DWN,2025-01-27 22:12:03,3.2296,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.5342
DWN,2025-01-27 22:12:05,3.8889,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-27 22:12:06,3.7914,MAGIC Gamma Telescope,Gaussian,,,0.801
DWN,2025-01-27 22:12:06,3.6397,MAGIC Gamma Telescope,Gaussian,,,0.8091
DWN,2025-01-27 22:12:06,3.4294,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.4656
DWN,2025-01-27 22:12:10,5.1258,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5344
DWN,2025-01-27 22:12:10,4.6505,MAGIC Gamma Telescope,Gaussian,,,0.7766
DWN,2025-01-27 22:12:10,4.176,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.4656
DWN,2025-01-27 22:12:11,4.424,MAGIC Gamma Telescope,Linear,,,0.8031
DWN,2025-01-27 22:12:15,4.1229,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.5342
DWN,2025-01-27 22:12:15,4.127,MAGIC Gamma Telescope,Linear,,,0.7467
DWN,2025-01-27 22:12:15,4.3678,MAGIC Gamma Telescope,Gaussian,,,0.8052
DWN,2025-01-27 22:12:16,5.1998,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5344
DWN,2025-01-27 22:12:19,4.1585,MAGIC Gamma Telescope,Scatter Code,10.0,50.0,0.4656
DWN,2025-01-27 22:12:19,4.4549,Statlog (Vehicle Silhouettes),Linear,,,0.7725
DWN,2025-01-27 22:12:19,0.206,Statlog (Vehicle Silhouettes),Distributive,,,0.6679
DWN,2025-01-27 22:12:19,4.577,MAGIC Gamma Telescope,Linear,,,0.7789
DWN,2025-01-27 22:12:19,0.2231,Statlog (Vehicle Silhouettes),Distributive,,,0.6714
DWN,2025-01-27 22:12:20,0.1738,Statlog (Vehicle Silhouettes),Distributive,,,0.6893
DWN,2025-01-27 22:12:20,0.1842,Statlog (Vehicle Silhouettes),Distributive,,,0.6964
DWN,2025-01-27 22:12:20,0.2087,Statlog (Vehicle Silhouettes),Distributive,,,0.6964
DWN,2025-01-27 22:12:20,0.1874,Statlog (Vehicle Silhouettes),Distributive,,,0.7143
DWN,2025-01-27 22:12:20,0.1962,Statlog (Vehicle Silhouettes),Distributive,,,0.7464
DWN,2025-01-27 22:12:20,4.8506,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.4656
DWN,2025-01-27 22:12:21,0.1864,Statlog (Vehicle Silhouettes),Distributive,,,0.7429
DWN,2025-01-27 22:12:21,0.1904,Statlog (Vehicle Silhouettes),Distributive,,,0.75
DWN,2025-01-27 22:12:21,0.2073,Statlog (Vehicle Silhouettes),Distributive,,,0.7321
DWN,2025-01-27 22:12:21,0.2235,Statlog (Vehicle Silhouettes),Gaussian,,,0.65
DWN,2025-01-27 22:12:22,0.2298,Statlog (Vehicle Silhouettes),Gaussian,,,0.7143
DWN,2025-01-27 22:12:22,0.1673,Statlog (Vehicle Silhouettes),Gaussian,,,0.7393
DWN,2025-01-27 22:12:22,0.2082,Statlog (Vehicle Silhouettes),Gaussian,,,0.7357
DWN,2025-01-27 22:12:22,0.1792,Statlog (Vehicle Silhouettes),Gaussian,,,0.7393
DWN,2025-01-27 22:12:22,0.1777,Statlog (Vehicle Silhouettes),Gaussian,,,0.7
DWN,2025-01-27 22:12:23,0.1792,Statlog (Vehicle Silhouettes),Gaussian,,,0.7214
DWN,2025-01-27 22:12:23,0.1943,Statlog (Vehicle Silhouettes),Gaussian,,,0.7429
DWN,2025-01-27 22:12:23,0.2044,Statlog (Vehicle Silhouettes),Gaussian,,,0.7464
DWN,2025-01-27 22:12:23,3.8292,Statlog (Vehicle Silhouettes),Linear,,,0.7633
DWN,2025-01-27 22:12:23,0.2096,Statlog (Vehicle Silhouettes),Gaussian,,,0.725
DWN,2025-01-27 22:12:23,0.1878,Statlog (Vehicle Silhouettes),Linear,,,0.5429
DWN,2025-01-27 22:12:23,3.9519,MAGIC Gamma Telescope,Linear,,,0.7892
DWN,2025-01-27 22:12:24,0.1968,Statlog (Vehicle Silhouettes),Linear,,,0.6214
DWN,2025-01-27 22:12:24,0.2057,Statlog (Vehicle Silhouettes),Linear,,,0.6357
DWN,2025-01-27 22:12:24,0.2104,Statlog (Vehicle Silhouettes),Linear,,,0.6929
DWN,2025-01-27 22:12:24,0.2237,Statlog (Vehicle Silhouettes),Linear,,,0.6893
DWN,2025-01-27 22:12:24,0.2264,Statlog (Vehicle Silhouettes),Linear,,,0.6929
DWN,2025-01-27 22:12:25,0.1719,Statlog (Vehicle Silhouettes),Linear,,,0.7
DWN,2025-01-27 22:12:25,0.1625,Statlog (Vehicle Silhouettes),Linear,,,0.675
DWN,2025-01-27 22:12:25,0.1817,Statlog (Vehicle Silhouettes),Linear,,,0.675
DWN,2025-01-27 22:12:25,4.6956,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.4656
DWN,2025-01-27 22:12:25,0.2056,Statlog (Vehicle Silhouettes),Linear,,,0.6893
DWN,2025-01-27 22:12:26,0.2463,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.2821
DWN,2025-01-27 22:12:26,0.2528,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-27 22:12:26,0.2226,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-27 22:12:26,0.2113,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.2821
DWN,2025-01-27 22:12:27,0.2571,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.2821
DWN,2025-01-27 22:12:27,0.237,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-27 22:12:27,0.2505,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-27 22:12:27,4.0938,Statlog (Vehicle Silhouettes),Linear,,,0.6935
DWN,2025-01-27 22:12:27,0.2471,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-27 22:12:28,0.2408,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.2
DWN,2025-01-27 22:12:28,0.2158,Statlog (Vehicle Silhouettes),Scatter Code,10.0,50.0,0.225
DWN,2025-01-27 22:12:28,4.432,MAGIC Gamma Telescope,Linear,,,0.7668
DWN,2025-01-27 22:12:29,0.2712,Maternal Health Risk,Distributive,,,0.5881
DWN,2025-01-27 22:12:29,0.254,Maternal Health Risk,Distributive,,,0.7194
DWN,2025-01-27 22:12:29,0.2737,Maternal Health Risk,Distributive,,,0.6478
DWN,2025-01-27 22:12:30,0.2789,Maternal Health Risk,Distributive,,,0.6716
DWN,2025-01-27 22:12:30,0.2564,Maternal Health Risk,Distributive,,,0.6687
DWN,2025-01-27 22:12:30,4.8706,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5342
DWN,2025-01-27 22:12:30,0.2683,Maternal Health Risk,Distributive,,,0.7194
DWN,2025-01-27 22:12:31,0.3082,Maternal Health Risk,Distributive,,,0.6448
DWN,2025-01-27 22:12:31,0.2767,Maternal Health Risk,Distributive,,,0.7104
DWN,2025-01-27 22:12:31,3.842,Maternal Health Risk,Linear,,,0.758
DWN,2025-01-27 22:12:31,0.2727,Maternal Health Risk,Distributive,,,0.6866
DWN,2025-01-27 22:12:31,0.2717,Maternal Health Risk,Distributive,,,0.7254
DWN,2025-01-27 22:12:32,0.2523,Maternal Health Risk,Gaussian,,,0.6388
DWN,2025-01-27 22:12:32,3.9904,MAGIC Gamma Telescope,Linear,,,0.7915
DWN,2025-01-27 22:12:32,0.2687,Maternal Health Risk,Gaussian,,,0.603
DWN,2025-01-27 22:12:32,0.2481,Maternal Health Risk,Gaussian,,,0.6299
DWN,2025-01-27 22:12:32,0.2437,Maternal Health Risk,Gaussian,,,0.6388
DWN,2025-01-27 22:12:33,0.2657,Maternal Health Risk,Gaussian,,,0.6657
DWN,2025-01-27 22:12:33,0.2613,Maternal Health Risk,Gaussian,,,0.6448
DWN,2025-01-27 22:12:33,0.2518,Maternal Health Risk,Gaussian,,,0.6687
DWN,2025-01-27 22:12:34,0.2661,Maternal Health Risk,Gaussian,,,0.6776
DWN,2025-01-27 22:12:34,0.2426,Maternal Health Risk,Gaussian,,,0.6925
DWN,2025-01-27 22:12:34,0.2618,Maternal Health Risk,Gaussian,,,0.6836
DWN,2025-01-27 22:12:34,0.274,Maternal Health Risk,Linear,,,0.5672
DWN,2025-01-27 22:12:35,3.6433,Maternal Health Risk,Linear,,,0.7376
DWN,2025-01-27 22:12:35,4.6052,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.5342
DWN,2025-01-27 22:12:35,0.2915,Maternal Health Risk,Linear,,,0.6388
DWN,2025-01-27 22:12:35,0.2878,Maternal Health Risk,Linear,,,0.606
DWN,2025-01-27 22:12:35,0.2951,Maternal Health Risk,Linear,,,0.6627
DWN,2025-01-27 22:12:36,0.2664,Maternal Health Risk,Linear,,,0.6776
DWN,2025-01-27 22:12:36,3.8814,MAGIC Gamma Telescope,Linear,,,0.7723
DWN,2025-01-27 22:12:36,0.2553,Maternal Health Risk,Linear,,,0.6478
DWN,2025-01-27 22:12:36,0.2357,Maternal Health Risk,Linear,,,0.6418
DWN,2025-01-27 22:12:36,0.2104,Maternal Health Risk,Linear,,,0.6478
DWN,2025-01-27 22:12:37,0.227,Maternal Health Risk,Linear,,,0.6746
DWN,2025-01-27 22:12:37,0.2459,Maternal Health Risk,Linear,,,0.6567
DWN,2025-01-27 22:12:37,0.271,Maternal Health Risk,Scatter Code,10.0,50.0,0.5731
DWN,2025-01-27 22:12:37,0.2592,Maternal Health Risk,Scatter Code,10.0,50.0,0.5373
DWN,2025-01-27 22:12:38,0.297,Maternal Health Risk,Scatter Code,10.0,50.0,0.5164
DWN,2025-01-27 22:12:38,0.2516,Maternal Health Risk,Scatter Code,10.0,50.0,0.5642
DWN,2025-01-27 22:12:38,0.2144,Maternal Health Risk,Scatter Code,10.0,50.0,0.5642
DWN,2025-01-27 22:12:38,0.2671,Maternal Health Risk,Scatter Code,10.0,50.0,0.5522
DWN,2025-01-27 22:12:38,3.8408,Maternal Health Risk,Linear,,,0.7628
DWN,2025-01-27 22:12:39,0.3022,Maternal Health Risk,Scatter Code,10.0,50.0,0.5493
DWN,2025-01-27 22:12:39,0.2445,Maternal Health Risk,Scatter Code,10.0,50.0,0.5552
DWN,2025-01-27 22:12:39,0.2208,Maternal Health Risk,Scatter Code,10.0,50.0,0.5313
DWN,2025-01-27 22:12:40,0.2718,Maternal Health Risk,Scatter Code,10.0,50.0,0.6149
DWN,2025-01-27 22:12:40,4.9015,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.4656
DWN,2025-01-27 22:12:40,3.9301,MAGIC Gamma Telescope,Linear,,,0.7886
DWN,2025-01-27 22:12:40,0.0565,Glass Identification,Distributive,,,0.5775
DWN,2025-01-27 22:12:40,0.0557,Glass Identification,Distributive,,,0.6901
DWN,2025-01-27 22:12:40,0.0591,Glass Identification,Distributive,,,0.7465
DWN,2025-01-27 22:12:40,0.0732,Glass Identification,Distributive,,,0.6761
DWN,2025-01-27 22:12:40,0.0506,Glass Identification,Distributive,,,0.6901
DWN,2025-01-27 22:12:40,0.058,Glass Identification,Distributive,,,0.7887
DWN,2025-01-27 22:12:40,0.0645,Glass Identification,Distributive,,,0.6761
DWN,2025-01-27 22:12:40,0.0539,Glass Identification,Distributive,,,0.7183
DWN,2025-01-27 22:12:40,0.0653,Glass Identification,Distributive,,,0.662
DWN,2025-01-27 22:12:40,0.071,Glass Identification,Distributive,,,0.6901
DWN,2025-01-27 22:12:41,0.0675,Glass Identification,Gaussian,,,0.5493
DWN,2025-01-27 22:12:41,0.0505,Glass Identification,Gaussian,,,0.6338
DWN,2025-01-27 22:12:41,0.0551,Glass Identification,Gaussian,,,0.5493
DWN,2025-01-27 22:12:41,0.0515,Glass Identification,Gaussian,,,0.6197
DWN,2025-01-27 22:12:41,0.0651,Glass Identification,Gaussian,,,0.6056
DWN,2025-01-27 22:12:41,0.0524,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-27 22:12:41,0.0483,Glass Identification,Gaussian,,,0.7042
DWN,2025-01-27 22:12:41,0.0518,Glass Identification,Gaussian,,,0.7042
DWN,2025-01-27 22:12:41,0.0587,Glass Identification,Gaussian,,,0.7183
DWN,2025-01-27 22:12:41,0.0689,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-27 22:12:41,0.0634,Glass Identification,Linear,,,0.5915
DWN,2025-01-27 22:12:41,0.0696,Glass Identification,Linear,,,0.5493
DWN,2025-01-27 22:12:41,0.0713,Glass Identification,Linear,,,0.6197
DWN,2025-01-27 22:12:41,0.0677,Glass Identification,Linear,,,0.6056
DWN,2025-01-27 22:12:42,0.0645,Glass Identification,Linear,,,0.5915
DWN,2025-01-27 22:12:42,0.0634,Glass Identification,Linear,,,0.6338
DWN,2025-01-27 22:12:42,0.0644,Glass Identification,Linear,,,0.6056
DWN,2025-01-27 22:12:42,0.0725,Glass Identification,Linear,,,0.6479
DWN,2025-01-27 22:12:42,0.0761,Glass Identification,Linear,,,0.6479
DWN,2025-01-27 22:12:42,0.0631,Glass Identification,Linear,,,0.5915
DWN,2025-01-27 22:12:42,0.0604,Glass Identification,Scatter Code,10.0,50.0,0.0986
DWN,2025-01-27 22:12:42,0.0623,Glass Identification,Scatter Code,10.0,50.0,0.3521
DWN,2025-01-27 22:12:42,0.0716,Glass Identification,Scatter Code,10.0,50.0,0.3239
DWN,2025-01-27 22:12:42,0.0789,Glass Identification,Scatter Code,10.0,50.0,0.3521
DWN,2025-01-27 22:12:42,3.8748,Glass Identification,Linear,,,0.7867
DWN,2025-01-27 22:12:42,0.08,Glass Identification,Scatter Code,10.0,50.0,0.3099
DWN,2025-01-27 22:12:42,0.0665,Glass Identification,Scatter Code,10.0,50.0,0.3239
DWN,2025-01-27 22:12:42,0.0569,Glass Identification,Scatter Code,10.0,50.0,0.3239
DWN,2025-01-27 22:12:43,0.0615,Glass Identification,Scatter Code,10.0,50.0,0.338
DWN,2025-01-27 22:12:43,0.0558,Glass Identification,Scatter Code,10.0,50.0,0.3662
DWN,2025-01-27 22:12:43,0.0529,Glass Identification,Scatter Code,10.0,50.0,0.3521
DWN,2025-01-27 22:12:44,4.397,MAGIC Gamma Telescope,Linear,,,0.7715
DWN,2025-01-27 22:12:44,4.7158,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.4658
DWN,2025-01-27 22:12:47,4.4851,Glass Identification,Linear,,,0.7671
DWN,2025-01-27 22:12:49,4.5762,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.4656
DWN,2025-01-27 22:12:49,4.9118,MAGIC Gamma Telescope,Linear,,,0.7849
DWN,2025-01-27 22:12:52,4.9812,Glass Identification,Scatter Code,10.0,50.0,0.5861
DWN,2025-01-27 22:12:54,4.703,MAGIC Gamma Telescope,Scatter Code,10.0,100.0,0.4656
DWN,2025-01-27 22:12:54,0.2138,Statlog (Vehicle Silhouettes),Distributive,,,0.6357
DWN,2025-01-27 22:12:54,5.2681,Statlog (Vehicle Silhouettes),Linear,,,0.798
DWN,2025-01-27 22:12:54,0.2438,Statlog (Vehicle Silhouettes),Distributive,,,0.6893
DWN,2025-01-27 22:12:55,0.1988,Statlog (Vehicle Silhouettes),Distributive,,,0.6821
DWN,2025-01-27 22:12:55,0.2545,Statlog (Vehicle Silhouettes),Distributive,,,0.7286
DWN,2025-01-27 22:12:55,0.2294,Statlog (Vehicle Silhouettes),Distributive,,,0.7071
DWN,2025-01-27 22:12:55,0.2602,Statlog (Vehicle Silhouettes),Distributive,,,0.7357
DWN,2025-01-27 22:12:56,0.233,Statlog (Vehicle Silhouettes),Distributive,,,0.6714
DWN,2025-01-27 22:12:56,0.2197,Statlog (Vehicle Silhouettes),Distributive,,,0.7429
DWN,2025-01-27 22:12:56,0.1941,Statlog (Vehicle Silhouettes),Distributive,,,0.7071
DWN,2025-01-27 22:12:56,0.2577,Statlog (Vehicle Silhouettes),Distributive,,,0.7643
DWN,2025-01-27 22:12:56,4.5387,Glass Identification,Scatter Code,10.0,50.0,0.7492
DWN,2025-01-27 22:12:56,0.2464,Statlog (Vehicle Silhouettes),Gaussian,,,0.6893
DWN,2025-01-27 22:12:57,0.2075,Statlog (Vehicle Silhouettes),Gaussian,,,0.7071
DWN,2025-01-27 22:12:57,0.2274,Statlog (Vehicle Silhouettes),Gaussian,,,0.6893
DWN,2025-01-27 22:12:57,0.2035,Statlog (Vehicle Silhouettes),Gaussian,,,0.7143
DWN,2025-01-27 22:12:57,0.1995,Statlog (Vehicle Silhouettes),Gaussian,,,0.6964
DWN,2025-01-27 22:12:58,0.253,Statlog (Vehicle Silhouettes),Gaussian,,,0.7071
DWN,2025-01-27 22:12:58,0.2786,Statlog (Vehicle Silhouettes),Gaussian,,,0.7071
DWN,2025-01-27 22:12:58,0.2723,Statlog (Vehicle Silhouettes),Gaussian,,,0.75
DWN,2025-01-27 22:12:58,0.223,Statlog (Vehicle Silhouettes),Gaussian,,,0.6929
DWN,2025-01-27 22:12:59,4.2644,Statlog (Vehicle Silhouettes),Linear,,,0.7902
DWN,2025-01-27 22:12:59,0.1945,Statlog (Vehicle Silhouettes),Gaussian,,,0.7429
DWN,2025-01-27 22:12:59,0.2396,Statlog (Vehicle Silhouettes),Linear,,,0.6536
DWN,2025-01-27 22:12:59,0.2919,Statlog (Vehicle Silhouettes),Linear,,,0.6321
DWN,2025-01-27 22:13:00,0.3969,Statlog (Vehicle Silhouettes),Linear,,,0.6643
DWN,2025-01-27 22:13:00,0.2392,Statlog (Vehicle Silhouettes),Linear,,,0.7107
DWN,2025-01-27 22:13:00,0.2685,Statlog (Vehicle Silhouettes),Linear,,,0.675
DWN,2025-01-27 22:13:00,0.277,Statlog (Vehicle Silhouettes),Linear,,,0.6143
DWN,2025-01-27 22:13:01,0.2561,Statlog (Vehicle Silhouettes),Linear,,,0.675
DWN,2025-01-27 22:13:01,0.2691,Statlog (Vehicle Silhouettes),Linear,,,0.7179
DWN,2025-01-27 22:13:01,4.6006,Glass Identification,Scatter Code,10.0,50.0,0.7308
DWN,2025-01-27 22:13:01,0.2606,Statlog (Vehicle Silhouettes),Linear,,,0.6929
DWN,2025-01-27 22:13:02,0.2616,Statlog (Vehicle Silhouettes),Linear,,,0.7214
DWN,2025-01-27 22:13:02,0.3521,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2
DWN,2025-01-27 22:13:02,0.3555,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2929
DWN,2025-01-27 22:13:03,0.3101,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2821
DWN,2025-01-27 22:13:03,0.3642,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.225
DWN,2025-01-27 22:13:03,0.3142,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2
DWN,2025-01-27 22:13:04,0.3007,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2929
DWN,2025-01-27 22:13:04,0.3533,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.225
DWN,2025-01-27 22:13:05,0.358,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2
DWN,2025-01-27 22:13:05,6.0685,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.7379
DWN,2025-01-27 22:13:05,0.3666,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.2929
DWN,2025-01-27 22:13:05,0.3512,Statlog (Vehicle Silhouettes),Scatter Code,10.0,100.0,0.225
DWN,2025-01-27 22:13:06,0.3732,Maternal Health Risk,Distributive,,,0.603
DWN,2025-01-27 22:13:06,0.3522,Maternal Health Risk,Distributive,,,0.6836
DWN,2025-01-27 22:13:07,0.3205,Maternal Health Risk,Distributive,,,0.6896
DWN,2025-01-27 22:13:07,0.3276,Maternal Health Risk,Distributive,,,0.6776
DWN,2025-01-27 22:13:07,5.9083,Glass Identification,Scatter Code,10.0,50.0,0.6114
DWN,2025-01-27 22:13:07,0.3719,Maternal Health Risk,Distributive,,,0.6478
DWN,2025-01-27 22:13:08,0.3732,Maternal Health Risk,Distributive,,,0.6925
DWN,2025-01-27 22:13:08,0.3114,Maternal Health Risk,Distributive,,,0.7045
DWN,2025-01-27 22:13:08,0.2871,Maternal Health Risk,Distributive,,,0.7254
DWN,2025-01-27 22:13:09,0.2943,Maternal Health Risk,Distributive,,,0.7134
DWN,2025-01-27 22:13:09,0.3189,Maternal Health Risk,Distributive,,,0.7045
DWN,2025-01-27 22:13:09,0.3235,Maternal Health Risk,Gaussian,,,0.6149
DWN,2025-01-27 22:13:10,0.3159,Maternal Health Risk,Gaussian,,,0.6269
DWN,2025-01-27 22:13:10,0.3042,Maternal Health Risk,Gaussian,,,0.6627
DWN,2025-01-27 22:13:10,0.2957,Maternal Health Risk,Gaussian,,,0.6
DWN,2025-01-27 22:13:10,5.553,Maternal Health Risk,Scatter Code,10.0,100.0,0.7333
DWN,2025-01-27 22:13:11,0.3076,Maternal Health Risk,Gaussian,,,0.6716
DWN,2025-01-27 22:13:11,0.2992,Maternal Health Risk,Gaussian,,,0.6418
DWN,2025-01-27 22:13:11,0.3097,Maternal Health Risk,Gaussian,,,0.6179
DWN,2025-01-27 22:13:11,0.3352,Maternal Health Risk,Gaussian,,,0.6448
DWN,2025-01-27 22:13:12,0.2763,Maternal Health Risk,Gaussian,,,0.7015
DWN,2025-01-27 22:13:12,4.8554,Glass Identification,Scatter Code,10.0,50.0,0.7075
DWN,2025-01-27 22:13:12,0.2793,Maternal Health Risk,Gaussian,,,0.6746
DWN,2025-01-27 22:13:12,0.2964,Maternal Health Risk,Linear,,,0.6299
DWN,2025-01-27 22:13:13,0.3351,Maternal Health Risk,Linear,,,0.5463
DWN,2025-01-27 22:13:13,0.3134,Maternal Health Risk,Linear,,,0.6448
DWN,2025-01-27 22:13:13,0.3355,Maternal Health Risk,Linear,,,0.6119
DWN,2025-01-27 22:13:14,0.3143,Maternal Health Risk,Linear,,,0.6478
DWN,2025-01-27 22:13:14,0.3233,Maternal Health Risk,Linear,,,0.6716
DWN,2025-01-27 22:13:14,0.33,Maternal Health Risk,Linear,,,0.6955
DWN,2025-01-27 22:13:15,0.3816,Maternal Health Risk,Linear,,,0.6627
DWN,2025-01-27 22:13:15,0.3199,Maternal Health Risk,Linear,,,0.6836
DWN,2025-01-27 22:13:15,0.3349,Maternal Health Risk,Linear,,,0.6806
DWN,2025-01-27 22:13:16,5.4096,Maternal Health Risk,Scatter Code,10.0,100.0,0.6073
DWN,2025-01-27 22:13:16,0.3457,Maternal Health Risk,Scatter Code,10.0,100.0,0.4746
DWN,2025-01-27 22:13:16,0.3291,Maternal Health Risk,Scatter Code,10.0,100.0,0.4746
DWN,2025-01-27 22:13:17,0.34,Maternal Health Risk,Scatter Code,10.0,100.0,0.5463
DWN,2025-01-27 22:13:17,4.7843,Glass Identification,Scatter Code,10.0,50.0,0.5875
DWN,2025-01-27 22:13:17,0.3521,Maternal Health Risk,Scatter Code,10.0,100.0,0.609
DWN,2025-01-27 22:13:17,0.3678,Maternal Health Risk,Scatter Code,10.0,100.0,0.5791
DWN,2025-01-27 22:13:18,0.3521,Maternal Health Risk,Scatter Code,10.0,100.0,0.5672
DWN,2025-01-27 22:13:18,0.3231,Maternal Health Risk,Scatter Code,10.0,100.0,0.5672
DWN,2025-01-27 22:13:18,0.3429,Maternal Health Risk,Scatter Code,10.0,100.0,0.5463
DWN,2025-01-27 22:13:19,0.3645,Maternal Health Risk,Scatter Code,10.0,100.0,0.5015
DWN,2025-01-27 22:13:19,0.4437,Maternal Health Risk,Scatter Code,10.0,100.0,0.5045
DWN,2025-01-27 22:13:19,0.0795,Glass Identification,Distributive,,,0.5493
DWN,2025-01-27 22:13:20,0.0821,Glass Identification,Distributive,,,0.662
DWN,2025-01-27 22:13:20,0.0791,Glass Identification,Distributive,,,0.5915
DWN,2025-01-27 22:13:20,0.075,Glass Identification,Distributive,,,0.7042
DWN,2025-01-27 22:13:20,0.0773,Glass Identification,Distributive,,,0.7183
DWN,2025-01-27 22:13:20,0.0826,Glass Identification,Distributive,,,0.6901
DWN,2025-01-27 22:13:20,0.0812,Glass Identification,Distributive,,,0.7746
DWN,2025-01-27 22:13:20,0.0731,Glass Identification,Distributive,,,0.7324
DWN,2025-01-27 22:13:20,0.0667,Glass Identification,Distributive,,,0.7465
DWN,2025-01-27 22:13:20,0.0863,Glass Identification,Distributive,,,0.7042
DWN,2025-01-27 22:13:20,0.0783,Glass Identification,Gaussian,,,0.6056
DWN,2025-01-27 22:13:20,0.0762,Glass Identification,Gaussian,,,0.7042
DWN,2025-01-27 22:13:21,0.0856,Glass Identification,Gaussian,,,0.6479
DWN,2025-01-27 22:13:21,0.0814,Glass Identification,Gaussian,,,0.6901
DWN,2025-01-27 22:13:21,0.073,Glass Identification,Gaussian,,,0.7183
DWN,2025-01-27 22:13:21,0.08,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-27 22:13:21,0.0848,Glass Identification,Gaussian,,,0.7324
DWN,2025-01-27 22:13:21,0.0759,Glass Identification,Gaussian,,,0.7183
DWN,2025-01-27 22:13:21,5.3038,Glass Identification,Scatter Code,10.0,100.0,0.5804
DWN,2025-01-27 22:13:21,0.0784,Glass Identification,Gaussian,,,0.7183
DWN,2025-01-27 22:13:21,0.0598,Glass Identification,Gaussian,,,0.6901
DWN,2025-01-27 22:13:21,0.0732,Glass Identification,Linear,,,0.6197
DWN,2025-01-27 22:13:21,0.079,Glass Identification,Linear,,,0.6197
DWN,2025-01-27 22:13:21,0.0811,Glass Identification,Linear,,,0.662
DWN,2025-01-27 22:13:22,0.075,Glass Identification,Linear,,,0.6338
DWN,2025-01-27 22:13:22,0.0928,Glass Identification,Linear,,,0.6197
DWN,2025-01-27 22:13:22,0.0838,Glass Identification,Linear,,,0.7324
DWN,2025-01-27 22:13:22,0.0686,Glass Identification,Linear,,,0.7465
