epoch;model;time;training_time;testing_time;delta_time;emissions;dataset;encoding;num_slices;num_dimensions;accuracy
1;Wisard;2025-05-24 19:56:26;1.0669;0.9902;2.0570;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:56:34;0.9642;0.9419;1.9060;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:56:43;1.0209;0.9594;1.9803;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:56:52;0.9808;0.9887;1.9695;;Statlog (Shuttle);Distributive;;;99.82
1;Wisard;2025-05-24 19:57:01;1.0381;0.9381;1.9762;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:57:09;0.9886;0.9842;1.9728;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:57:18;0.9813;0.9721;1.9534;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:57:27;0.9840;0.9544;1.9385;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:57:36;1.3536;1.1607;2.5143;;Statlog (Shuttle);Distributive;;;99.82
1;Wisard;2025-05-24 19:57:44;0.9649;0.9569;1.9218;;Statlog (Shuttle);Distributive;;;99.81
1;Wisard;2025-05-24 19:57:53;0.9257;0.9753;1.9011;;Statlog (Shuttle);Gaussian;;;99.84
1;Wisard;2025-05-24 19:58:01;0.9527;0.9409;1.8936;;Statlog (Shuttle);Gaussian;;;99.82
1;Wisard;2025-05-24 19:58:10;0.9925;0.9214;1.9139;;Statlog (Shuttle);Gaussian;;;99.84
1;Wisard;2025-05-24 19:58:19;0.9899;0.9391;1.9290;;Statlog (Shuttle);Gaussian;;;99.84
1;Wisard;2025-05-24 19:58:27;0.9448;0.9466;1.8914;;Statlog (Shuttle);Gaussian;;;99.84
1;Wisard;2025-05-24 19:58:36;0.9379;0.9447;1.8827;;Statlog (Shuttle);Gaussian;;;99.81
1;Wisard;2025-05-24 19:58:45;0.9551;0.9154;1.8705;;Statlog (Shuttle);Gaussian;;;99.83
1;Wisard;2025-05-24 19:58:53;0.9410;0.9415;1.8825;;Statlog (Shuttle);Gaussian;;;99.83
1;Wisard;2025-05-24 19:59:02;0.9394;0.9569;1.8963;;Statlog (Shuttle);Gaussian;;;99.84
1;Wisard;2025-05-24 19:59:10;1.0037;0.9840;1.9877;;Statlog (Shuttle);Gaussian;;;99.85
1;Wisard;2025-05-24 19:59:20;0.9886;2.0936;3.0822;;Statlog (Shuttle);Linear;;;98.15
1;Wisard;2025-05-24 19:59:30;0.9217;2.4386;3.3603;;Statlog (Shuttle);Linear;;;98.06
1;Wisard;2025-05-24 19:59:40;0.9906;2.9874;3.9780;;Statlog (Shuttle);Linear;;;96.48
1;Wisard;2025-05-24 19:59:50;0.8945;2.4773;3.3719;;Statlog (Shuttle);Linear;;;97.98
1;Wisard;2025-05-24 20:00:00;0.8903;1.4636;2.3539;;Statlog (Shuttle);Linear;;;99.38
1;Wisard;2025-05-24 20:00:09;0.9425;1.9257;2.8682;;Statlog (Shuttle);Linear;;;98.34
1;Wisard;2025-05-24 20:00:18;0.8914;1.4832;2.3745;;Statlog (Shuttle);Linear;;;98.49
1;Wisard;2025-05-24 20:00:28;1.3629;2.2999;3.6628;;Statlog (Shuttle);Linear;;;96.99
1;Wisard;2025-05-24 20:00:38;0.9752;1.9267;2.9019;;Statlog (Shuttle);Linear;;;97.75
1;Wisard;2025-05-24 20:00:48;0.9801;1.9468;2.9269;;Statlog (Shuttle);Linear;;;98.38
1;Wisard;2025-05-24 20:00:54;0.0010;0.0009;0.0018;;Ecoli;Distributive;;;83.78
1;Wisard;2025-05-24 20:00:59;0.0012;0.0010;0.0022;;Ecoli;Distributive;;;84.68
1;Wisard;2025-05-24 20:01:03;0.0010;0.0009;0.0018;;Ecoli;Distributive;;;81.98
1;Wisard;2025-05-24 20:01:07;0.0017;0.0012;0.0029;;Ecoli;Distributive;;;80.18
1;Wisard;2025-05-24 20:01:12;0.0010;0.0010;0.0019;;Ecoli;Distributive;;;85.59
1;Wisard;2025-05-24 20:01:16;0.0009;0.0009;0.0018;;Ecoli;Distributive;;;82.88
1;Wisard;2025-05-24 20:01:20;0.0009;0.0009;0.0019;;Ecoli;Distributive;;;81.08
1;Wisard;2025-05-24 20:01:25;0.0011;0.0011;0.0022;;Ecoli;Distributive;;;83.78
1;Wisard;2025-05-24 20:01:29;0.0009;0.0008;0.0017;;Ecoli;Distributive;;;80.18
1;Wisard;2025-05-24 20:01:34;0.0011;0.0009;0.0020;;Ecoli;Distributive;;;79.28
1;Wisard;2025-05-24 20:01:38;0.0012;0.0009;0.0022;;Ecoli;Gaussian;;;82.88
1;Wisard;2025-05-24 20:01:42;0.0010;0.0009;0.0020;;Ecoli;Gaussian;;;81.98
1;Wisard;2025-05-24 20:01:48;0.0009;0.0009;0.0018;;Ecoli;Gaussian;;;83.78
1;Wisard;2025-05-24 20:01:52;0.0017;0.0008;0.0025;;Ecoli;Gaussian;;;83.78
1;Wisard;2025-05-24 20:01:57;0.0011;0.0009;0.0020;;Ecoli;Gaussian;;;85.59
1;Wisard;2025-05-24 20:02:02;0.0013;0.0015;0.0027;;Ecoli;Gaussian;;;85.59
1;Wisard;2025-05-24 20:02:06;0.0011;0.0015;0.0026;;Ecoli;Gaussian;;;89.19
1;Wisard;2025-05-24 20:02:11;0.0009;0.0009;0.0018;;Ecoli;Gaussian;;;87.39
1;Wisard;2025-05-24 20:02:15;0.0011;0.0007;0.0018;;Ecoli;Gaussian;;;83.78
1;Wisard;2025-05-24 20:02:20;0.0013;0.0014;0.0027;;Ecoli;Gaussian;;;82.88
1;Wisard;2025-05-24 20:02:24;0.0011;0.0009;0.0020;;Ecoli;Linear;;;81.98
1;Wisard;2025-05-24 20:02:29;0.0011;0.0009;0.0019;;Ecoli;Linear;;;81.98
1;Wisard;2025-05-24 20:02:34;0.0009;0.0009;0.0019;;Ecoli;Linear;;;84.68
1;Wisard;2025-05-24 20:02:38;0.0010;0.0008;0.0018;;Ecoli;Linear;;;83.78
1;Wisard;2025-05-24 20:02:43;0.0010;0.0008;0.0019;;Ecoli;Linear;;;86.49
1;Wisard;2025-05-24 20:02:47;0.0009;0.0010;0.0019;;Ecoli;Linear;;;80.18
1;Wisard;2025-05-24 20:02:52;0.0017;0.0008;0.0025;;Ecoli;Linear;;;82.88
1;Wisard;2025-05-24 20:02:56;0.0009;0.0007;0.0016;;Ecoli;Linear;;;84.68
1;Wisard;2025-05-24 20:03:00;0.0010;0.0009;0.0019;;Ecoli;Linear;;;86.49
1;Wisard;2025-05-24 20:03:05;0.0009;0.0008;0.0017;;Ecoli;Linear;;;81.98
1;Wisard;2025-05-24 20:03:10;0.0004;0.0002;0.0006;;Iris;Distributive;;;94.0
1;Wisard;2025-05-24 20:03:15;0.0004;0.0002;0.0006;;Iris;Distributive;;;92.0
1;Wisard;2025-05-24 20:03:20;0.0003;0.0002;0.0005;;Iris;Distributive;;;94.0
1;Wisard;2025-05-24 20:03:24;0.0004;0.0001;0.0005;;Iris;Distributive;;;94.0
1;Wisard;2025-05-24 20:03:29;0.0003;0.0002;0.0005;;Iris;Distributive;;;96.0
1;Wisard;2025-05-24 20:03:33;0.0004;0.0002;0.0005;;Iris;Distributive;;;100.0
1;Wisard;2025-05-24 20:03:37;0.0004;0.0002;0.0005;;Iris;Distributive;;;96.0
1;Wisard;2025-05-24 20:03:42;0.0004;0.0002;0.0006;;Iris;Distributive;;;98.0
1;Wisard;2025-05-24 20:03:46;0.0004;0.0002;0.0005;;Iris;Distributive;;;96.0
1;Wisard;2025-05-24 20:03:51;0.0004;0.0002;0.0006;;Iris;Distributive;;;92.0
1;Wisard;2025-05-24 20:03:55;0.0004;0.0003;0.0008;;Iris;Gaussian;;;98.0
1;Wisard;2025-05-24 20:03:59;0.0003;0.0002;0.0005;;Iris;Gaussian;;;100.0
1;Wisard;2025-05-24 20:04:04;0.0004;0.0002;0.0006;;Iris;Gaussian;;;94.0
1;Wisard;2025-05-24 20:04:08;0.0005;0.0003;0.0009;;Iris;Gaussian;;;100.0
1;Wisard;2025-05-24 20:04:13;0.0004;0.0002;0.0005;;Iris;Gaussian;;;100.0
1;Wisard;2025-05-24 20:04:17;0.0004;0.0003;0.0007;;Iris;Gaussian;;;90.0
1;Wisard;2025-05-24 20:04:21;0.0003;0.0003;0.0006;;Iris;Gaussian;;;96.0
1;Wisard;2025-05-24 20:04:26;0.0004;0.0002;0.0005;;Iris;Gaussian;;;98.0
1;Wisard;2025-05-24 20:04:30;0.0005;0.0003;0.0009;;Iris;Gaussian;;;92.0
1;Wisard;2025-05-24 20:04:35;0.0004;0.0002;0.0005;;Iris;Gaussian;;;98.0
1;Wisard;2025-05-24 20:04:39;0.0005;0.0003;0.0008;;Iris;Linear;;;94.0
1;Wisard;2025-05-24 20:04:44;0.0004;0.0002;0.0005;;Iris;Linear;;;98.0
1;Wisard;2025-05-24 20:04:48;0.0004;0.0002;0.0006;;Iris;Linear;;;98.0
1;Wisard;2025-05-24 20:04:52;0.0003;0.0002;0.0005;;Iris;Linear;;;98.0
1;Wisard;2025-05-24 20:04:57;0.0004;0.0002;0.0005;;Iris;Linear;;;94.0
1;Wisard;2025-05-24 20:05:01;0.0004;0.0002;0.0006;;Iris;Linear;;;98.0
1;Wisard;2025-05-24 20:05:06;0.0005;0.0003;0.0009;;Iris;Linear;;;96.0
1;Wisard;2025-05-24 20:05:10;0.0004;0.0002;0.0005;;Iris;Linear;;;100.0
1;Wisard;2025-05-24 20:05:15;0.0005;0.0003;0.0008;;Iris;Linear;;;100.0
1;Wisard;2025-05-24 20:05:19;0.0005;0.0003;0.0009;;Iris;Linear;;;96.0
1;Wisard;2025-05-24 20:05:25;0.0397;0.0352;0.0750;;Wine Quality;Distributive;;;62.84
1;Wisard;2025-05-24 20:05:30;0.0335;0.0300;0.0635;;Wine Quality;Distributive;;;62.1
1;Wisard;2025-05-24 20:05:34;0.0281;0.0298;0.0579;;Wine Quality;Distributive;;;62.7
1;Wisard;2025-05-24 20:05:39;0.0442;0.0428;0.0871;;Wine Quality;Distributive;;;62.84
1;Wisard;2025-05-24 20:05:44;0.0378;0.0374;0.0753;;Wine Quality;Distributive;;;63.03
1;Wisard;2025-05-24 20:05:48;0.0289;0.0311;0.0601;;Wine Quality;Distributive;;;64.62
1;Wisard;2025-05-24 20:05:53;0.0381;0.0458;0.0838;;Wine Quality;Distributive;;;63.22
1;Wisard;2025-05-24 20:05:57;0.0311;0.0314;0.0625;;Wine Quality;Distributive;;;63.08
1;Wisard;2025-05-24 20:06:02;0.0394;0.0401;0.0795;;Wine Quality;Distributive;;;63.64
1;Wisard;2025-05-24 20:06:07;0.0287;0.0300;0.0587;;Wine Quality;Distributive;;;62.1
1;Wisard;2025-05-24 20:06:11;0.0423;0.0371;0.0794;;Wine Quality;Gaussian;;;62.98
1;Wisard;2025-05-24 20:06:16;0.0277;0.0299;0.0576;;Wine Quality;Gaussian;;;63.12
1;Wisard;2025-05-24 20:06:20;0.0408;0.0399;0.0807;;Wine Quality;Gaussian;;;62.75
1;Wisard;2025-05-24 20:06:25;0.0373;0.0380;0.0753;;Wine Quality;Gaussian;;;62.47
1;Wisard;2025-05-24 20:06:30;0.0274;0.0308;0.0583;;Wine Quality;Gaussian;;;62.0
1;Wisard;2025-05-24 20:06:34;0.0275;0.0300;0.0575;;Wine Quality;Gaussian;;;60.51
1;Wisard;2025-05-24 20:06:39;0.0280;0.0306;0.0585;;Wine Quality;Gaussian;;;62.19
1;Wisard;2025-05-24 20:06:43;0.0309;0.0317;0.0626;;Wine Quality;Gaussian;;;61.82
1;Wisard;2025-05-24 20:06:48;0.0274;0.0303;0.0577;;Wine Quality;Gaussian;;;62.28
1;Wisard;2025-05-24 20:06:52;0.0281;0.0297;0.0578;;Wine Quality;Gaussian;;;61.63
1;Wisard;2025-05-24 20:06:57;0.0364;0.0543;0.0908;;Wine Quality;Linear;;;48.81
1;Wisard;2025-05-24 20:07:02;0.0247;0.0494;0.0741;;Wine Quality;Linear;;;48.95
1;Wisard;2025-05-24 20:07:06;0.0347;0.0623;0.0969;;Wine Quality;Linear;;;47.93
1;Wisard;2025-05-24 20:07:11;0.0347;0.0561;0.0907;;Wine Quality;Linear;;;49.04
1;Wisard;2025-05-24 20:07:15;0.0282;0.0558;0.0840;;Wine Quality;Linear;;;48.58
1;Wisard;2025-05-24 20:07:20;0.0383;0.0778;0.1161;;Wine Quality;Linear;;;49.6
1;Wisard;2025-05-24 20:07:24;0.0245;0.0405;0.0649;;Wine Quality;Linear;;;50.68
1;Wisard;2025-05-24 20:07:29;0.0241;0.0454;0.0696;;Wine Quality;Linear;;;48.53
1;Wisard;2025-05-24 20:07:33;0.0318;0.0527;0.0845;;Wine Quality;Linear;;;48.76
1;Wisard;2025-05-24 20:07:38;0.0249;0.0575;0.0824;;Wine Quality;Linear;;;48.34
1;Wisard;2025-05-24 20:07:44;0.0088;0.0064;0.0152;;Statlog (Vehicle Silhouettes);Distributive;;;76.79
1;Wisard;2025-05-24 20:07:48;0.0061;0.0048;0.0109;;Statlog (Vehicle Silhouettes);Distributive;;;69.64
1;Wisard;2025-05-24 20:07:53;0.0085;0.0064;0.0149;;Statlog (Vehicle Silhouettes);Distributive;;;71.07
1;Wisard;2025-05-24 20:07:57;0.0062;0.0049;0.0110;;Statlog (Vehicle Silhouettes);Distributive;;;73.57
1;Wisard;2025-05-24 20:08:02;0.0078;0.0059;0.0137;;Statlog (Vehicle Silhouettes);Distributive;;;75.36
1;Wisard;2025-05-24 20:08:07;0.0059;0.0048;0.0108;;Statlog (Vehicle Silhouettes);Distributive;;;72.5
1;Wisard;2025-05-24 20:08:11;0.0051;0.0040;0.0091;;Statlog (Vehicle Silhouettes);Distributive;;;73.57
1;Wisard;2025-05-24 20:08:15;0.0087;0.0062;0.0149;;Statlog (Vehicle Silhouettes);Distributive;;;71.07
1;Wisard;2025-05-24 20:08:20;0.0081;0.0066;0.0147;;Statlog (Vehicle Silhouettes);Distributive;;;73.93
1;Wisard;2025-05-24 20:08:24;0.0085;0.0062;0.0147;;Statlog (Vehicle Silhouettes);Distributive;;;68.57
1;Wisard;2025-05-24 20:08:29;0.0071;0.0050;0.0121;;Statlog (Vehicle Silhouettes);Gaussian;;;70.71
1;Wisard;2025-05-24 20:08:33;0.0054;0.0044;0.0097;;Statlog (Vehicle Silhouettes);Gaussian;;;68.21
1;Wisard;2025-05-24 20:08:38;0.0084;0.0075;0.0160;;Statlog (Vehicle Silhouettes);Gaussian;;;69.64
1;Wisard;2025-05-24 20:08:42;0.0061;0.0048;0.0109;;Statlog (Vehicle Silhouettes);Gaussian;;;67.5
1;Wisard;2025-05-24 20:08:47;0.0060;0.0049;0.0109;;Statlog (Vehicle Silhouettes);Gaussian;;;71.07
1;Wisard;2025-05-24 20:08:51;0.0060;0.0049;0.0109;;Statlog (Vehicle Silhouettes);Gaussian;;;68.21
1;Wisard;2025-05-24 20:08:56;0.0060;0.0047;0.0106;;Statlog (Vehicle Silhouettes);Gaussian;;;74.29
1;Wisard;2025-05-24 20:09:00;0.0079;0.0060;0.0139;;Statlog (Vehicle Silhouettes);Gaussian;;;68.93
1;Wisard;2025-05-24 20:09:05;0.0079;0.0058;0.0138;;Statlog (Vehicle Silhouettes);Gaussian;;;71.79
1;Wisard;2025-05-24 20:09:09;0.0059;0.0045;0.0103;;Statlog (Vehicle Silhouettes);Gaussian;;;73.21
1;Wisard;2025-05-24 20:09:14;0.0058;0.0047;0.0105;;Statlog (Vehicle Silhouettes);Linear;;;67.5
1;Wisard;2025-05-24 20:09:18;0.0077;0.0062;0.0139;;Statlog (Vehicle Silhouettes);Linear;;;62.5
1;Wisard;2025-05-24 20:09:22;0.0077;0.0061;0.0137;;Statlog (Vehicle Silhouettes);Linear;;;66.07
1;Wisard;2025-05-24 20:09:27;0.0051;0.0043;0.0094;;Statlog (Vehicle Silhouettes);Linear;;;69.64
1;Wisard;2025-05-24 20:09:31;0.0055;0.0047;0.0102;;Statlog (Vehicle Silhouettes);Linear;;;65.0
1;Wisard;2025-05-24 20:09:36;0.0064;0.0056;0.0120;;Statlog (Vehicle Silhouettes);Linear;;;63.93
1;Wisard;2025-05-24 20:09:40;0.0054;0.0046;0.0100;;Statlog (Vehicle Silhouettes);Linear;;;65.36
1;Wisard;2025-05-24 20:09:45;0.0052;0.0045;0.0097;;Statlog (Vehicle Silhouettes);Linear;;;65.36
1;Wisard;2025-05-24 20:09:49;0.0074;0.0054;0.0128;;Statlog (Vehicle Silhouettes);Linear;;;65.36
1;Wisard;2025-05-24 20:09:53;0.0054;0.0043;0.0097;;Statlog (Vehicle Silhouettes);Linear;;;62.14
1;Wisard;2025-05-24 20:09:59;0.0024;0.0017;0.0041;;Maternal Health Risk;Distributive;;;77.91
1;Wisard;2025-05-24 20:10:03;0.0021;0.0015;0.0036;;Maternal Health Risk;Distributive;;;77.91
1;Wisard;2025-05-24 20:10:08;0.0022;0.0015;0.0037;;Maternal Health Risk;Distributive;;;76.42
1;Wisard;2025-05-24 20:10:12;0.0036;0.0020;0.0056;;Maternal Health Risk;Distributive;;;77.61
1;Wisard;2025-05-24 20:10:17;0.0025;0.0018;0.0043;;Maternal Health Risk;Distributive;;;75.82
1;Wisard;2025-05-24 20:10:21;0.0037;0.0022;0.0058;;Maternal Health Risk;Distributive;;;75.52
1;Wisard;2025-05-24 20:10:25;0.0032;0.0023;0.0055;;Maternal Health Risk;Distributive;;;75.52
1;Wisard;2025-05-24 20:10:30;0.0024;0.0015;0.0040;;Maternal Health Risk;Distributive;;;75.22
1;Wisard;2025-05-24 20:10:34;0.0032;0.0022;0.0054;;Maternal Health Risk;Distributive;;;77.61
1;Wisard;2025-05-24 20:10:38;0.0024;0.0015;0.0039;;Maternal Health Risk;Distributive;;;75.52
1;Wisard;2025-05-24 20:10:43;0.0032;0.0020;0.0052;;Maternal Health Risk;Gaussian;;;73.73
1;Wisard;2025-05-24 20:10:47;0.0031;0.0024;0.0054;;Maternal Health Risk;Gaussian;;;77.01
1;Wisard;2025-05-24 20:10:52;0.0032;0.0023;0.0054;;Maternal Health Risk;Gaussian;;;77.31
1;Wisard;2025-05-24 20:10:56;0.0023;0.0015;0.0038;;Maternal Health Risk;Gaussian;;;75.22
1;Wisard;2025-05-24 20:11:01;0.0034;0.0027;0.0061;;Maternal Health Risk;Gaussian;;;74.63
1;Wisard;2025-05-24 20:11:05;0.0030;0.0021;0.0051;;Maternal Health Risk;Gaussian;;;75.22
1;Wisard;2025-05-24 20:11:09;0.0021;0.0016;0.0037;;Maternal Health Risk;Gaussian;;;74.03
1;Wisard;2025-05-24 20:11:14;0.0033;0.0024;0.0057;;Maternal Health Risk;Gaussian;;;74.63
1;Wisard;2025-05-24 20:11:18;0.0021;0.0016;0.0037;;Maternal Health Risk;Gaussian;;;74.33
1;Wisard;2025-05-24 20:11:23;0.0037;0.0029;0.0066;;Maternal Health Risk;Gaussian;;;75.52
1;Wisard;2025-05-24 20:11:27;0.0026;0.0017;0.0043;;Maternal Health Risk;Linear;;;72.54
1;Wisard;2025-05-24 20:11:32;0.0025;0.0019;0.0044;;Maternal Health Risk;Linear;;;71.64
1;Wisard;2025-05-24 20:11:36;0.0022;0.0020;0.0042;;Maternal Health Risk;Linear;;;70.45
1;Wisard;2025-05-24 20:11:41;0.0022;0.0019;0.0041;;Maternal Health Risk;Linear;;;68.06
1;Wisard;2025-05-24 20:11:45;0.0022;0.0018;0.0041;;Maternal Health Risk;Linear;;;71.04
1;Wisard;2025-05-24 20:11:50;0.0030;0.0024;0.0055;;Maternal Health Risk;Linear;;;70.15
1;Wisard;2025-05-24 20:11:54;0.0023;0.0019;0.0042;;Maternal Health Risk;Linear;;;71.94
1;Wisard;2025-05-24 20:11:58;0.0022;0.0019;0.0041;;Maternal Health Risk;Linear;;;72.84
1;Wisard;2025-05-24 20:12:03;0.0022;0.0019;0.0041;;Maternal Health Risk;Linear;;;71.64
1;Wisard;2025-05-24 20:12:07;0.0023;0.0016;0.0039;;Maternal Health Risk;Linear;;;70.75
1;Wisard;2025-05-24 20:12:13;0.0055;0.0037;0.0092;;Glass Identification;Distributive;;;80.28
1;Wisard;2025-05-24 20:12:17;0.0061;0.0044;0.0104;;Glass Identification;Distributive;;;78.87
1;Wisard;2025-05-24 20:12:22;0.0047;0.0036;0.0083;;Glass Identification;Distributive;;;78.87
1;Wisard;2025-05-24 20:12:26;0.0052;0.0037;0.0089;;Glass Identification;Distributive;;;77.46
1;Wisard;2025-05-24 20:12:31;0.0063;0.0036;0.0099;;Glass Identification;Distributive;;;78.87
1;Wisard;2025-05-24 20:12:35;0.0051;0.0038;0.0089;;Glass Identification;Distributive;;;77.46
1;Wisard;2025-05-24 20:12:39;0.0073;0.0054;0.0126;;Glass Identification;Distributive;;;74.65
1;Wisard;2025-05-24 20:12:44;0.0053;0.0039;0.0092;;Glass Identification;Distributive;;;78.87
1;Wisard;2025-05-24 20:12:48;0.0052;0.0037;0.0088;;Glass Identification;Distributive;;;78.87
1;Wisard;2025-05-24 20:12:53;0.0052;0.0037;0.0090;;Glass Identification;Distributive;;;80.28
1;Wisard;2025-05-24 20:12:57;0.0053;0.0037;0.0090;;Glass Identification;Gaussian;;;76.06
1;Wisard;2025-05-24 20:13:02;0.0051;0.0040;0.0091;;Glass Identification;Gaussian;;;77.46
1;Wisard;2025-05-24 20:13:06;0.0069;0.0046;0.0115;;Glass Identification;Gaussian;;;78.87
1;Wisard;2025-05-24 20:13:11;0.0051;0.0038;0.0089;;Glass Identification;Gaussian;;;78.87
1;Wisard;2025-05-24 20:13:15;0.0050;0.0037;0.0088;;Glass Identification;Gaussian;;;76.06
1;Wisard;2025-05-24 20:13:19;0.0053;0.0038;0.0091;;Glass Identification;Gaussian;;;73.24
1;Wisard;2025-05-24 20:13:24;0.0046;0.0035;0.0080;;Glass Identification;Gaussian;;;80.28
1;Wisard;2025-05-24 20:13:28;0.0057;0.0039;0.0097;;Glass Identification;Gaussian;;;77.46
1;Wisard;2025-05-24 20:13:33;0.0045;0.0036;0.0080;;Glass Identification;Gaussian;;;77.46
1;Wisard;2025-05-24 20:13:37;0.0065;0.0049;0.0114;;Glass Identification;Gaussian;;;78.87
1;Wisard;2025-05-24 20:13:41;0.0048;0.0034;0.0082;;Glass Identification;Linear;;;64.79
1;Wisard;2025-05-24 20:13:46;0.0067;0.0049;0.0116;;Glass Identification;Linear;;;69.01
1;Wisard;2025-05-24 20:13:50;0.0048;0.0036;0.0084;;Glass Identification;Linear;;;71.83
1;Wisard;2025-05-24 20:13:55;0.0048;0.0036;0.0084;;Glass Identification;Linear;;;70.42
1;Wisard;2025-05-24 20:13:59;0.0047;0.0038;0.0085;;Glass Identification;Linear;;;69.01
1;Wisard;2025-05-24 20:14:04;0.0048;0.0036;0.0084;;Glass Identification;Linear;;;70.42
1;Wisard;2025-05-24 20:14:08;0.0046;0.0044;0.0090;;Glass Identification;Linear;;;76.06
1;Wisard;2025-05-24 20:14:12;0.0055;0.0047;0.0102;;Glass Identification;Linear;;;71.83
1;Wisard;2025-05-24 20:14:17;0.0048;0.0038;0.0085;;Glass Identification;Linear;;;70.42
1;Wisard;2025-05-24 20:14:21;0.0048;0.0038;0.0086;;Glass Identification;Linear;;;73.24
1;Wisard;2025-05-24 20:17:25;27.8849;51.9671;79.8520;;MNIST;Distributive;;;95.34
1;Wisard;2025-05-24 20:19:39;27.4142;51.9133;79.3275;;MNIST;Distributive;;;95.48
1;Wisard;2025-05-24 20:21:43;26.8012;51.8508;78.6521;;MNIST;Distributive;;;95.44
1;Wisard;2025-05-24 20:23:55;27.0998;51.1971;78.2969;;MNIST;Distributive;;;95.42
1;Wisard;2025-05-24 20:26:10;27.8545;51.0247;78.8792;;MNIST;Distributive;;;95.5
1;Wisard;2025-05-24 20:28:23;27.9434;50.6927;78.6361;;MNIST;Distributive;;;95.36
1;Wisard;2025-05-24 20:30:27;27.1921;52.7434;79.9355;;MNIST;Distributive;;;95.6
1;Wisard;2025-05-24 20:32:45;27.5569;54.6610;82.2179;;MNIST;Distributive;;;95.44
1;Wisard;2025-05-24 20:35:07;28.2210;54.7894;83.0104;;MNIST;Distributive;;;95.45
1;Wisard;2025-05-24 20:37:19;27.6910;50.5311;78.2221;;MNIST;Distributive;;;95.45
1;Wisard;2025-05-24 20:39:22;27.0393;47.1450;74.1844;;MNIST;Gaussian;;;94.88
1;Wisard;2025-05-24 20:41:28;26.7785;43.7257;70.5042;;MNIST;Gaussian;;;94.86
1;Wisard;2025-05-24 20:43:40;26.5063;46.7625;73.2688;;MNIST;Gaussian;;;94.67
1;Wisard;2025-05-24 20:45:50;27.2781;47.2595;74.5376;;MNIST;Gaussian;;;94.73
1;Wisard;2025-05-24 20:47:48;26.4834;45.3930;71.8764;;MNIST;Gaussian;;;94.74
1;Wisard;2025-05-24 20:49:55;26.1820;45.2767;71.4586;;MNIST;Gaussian;;;94.87
1;Wisard;2025-05-24 20:52:09;27.7119;46.0759;73.7877;;MNIST;Gaussian;;;94.63
1;Wisard;2025-05-24 20:54:19;26.3037;47.4155;73.7192;;MNIST;Gaussian;;;94.79
1;Wisard;2025-05-24 20:56:24;27.7906;49.3480;77.1385;;MNIST;Gaussian;;;94.81
1;Wisard;2025-05-24 20:58:34;26.9221;46.6622;73.5843;;MNIST;Gaussian;;;94.73
1;Wisard;2025-05-24 21:00:46;27.9176;51.7471;79.6647;;MNIST;Linear;;;95.81
1;Wisard;2025-05-24 21:03:03;27.8751;53.0020;80.8771;;MNIST;Linear;;;95.39
1;Wisard;2025-05-24 21:05:12;27.9698;53.4728;81.4426;;MNIST;Linear;;;95.51
1;Wisard;2025-05-24 21:07:30;28.7104;52.5904;81.3008;;MNIST;Linear;;;95.42
1;Wisard;2025-05-24 21:09:46;27.9365;51.6673;79.6037;;MNIST;Linear;;;95.53
1;Wisard;2025-05-24 21:12:04;27.8742;51.9497;79.8239;;MNIST;Linear;;;95.47
1;Wisard;2025-05-24 21:14:12;28.7213;53.5841;82.3055;;MNIST;Linear;;;95.42
1;Wisard;2025-05-24 21:16:29;27.4183;53.1999;80.6182;;MNIST;Linear;;;95.56
1;Wisard;2025-05-24 21:18:51;28.1823;53.4686;81.6509;;MNIST;Linear;;;95.59
1;Wisard;2025-05-24 21:21:05;27.6242;51.5607;79.1848;;MNIST;Linear;;;95.35
1;Wisard;2025-05-24 21:21:18;0.1536;0.1755;0.3292;;Optical Recognition of Handwritten Digits;Distributive;;;95.8
1;Wisard;2025-05-24 21:21:24;0.1461;0.1777;0.3238;;Optical Recognition of Handwritten Digits;Distributive;;;95.96
1;Wisard;2025-05-24 21:21:30;0.1555;0.1760;0.3315;;Optical Recognition of Handwritten Digits;Distributive;;;95.53
1;Wisard;2025-05-24 21:21:36;0.1559;0.1695;0.3254;;Optical Recognition of Handwritten Digits;Distributive;;;95.69
1;Wisard;2025-05-24 21:21:41;0.1497;0.1834;0.3331;;Optical Recognition of Handwritten Digits;Distributive;;;95.58
1;Wisard;2025-05-24 21:21:47;0.1463;0.1788;0.3250;;Optical Recognition of Handwritten Digits;Distributive;;;95.69
1;Wisard;2025-05-24 21:21:53;0.1478;0.1878;0.3355;;Optical Recognition of Handwritten Digits;Distributive;;;95.8
1;Wisard;2025-05-24 21:21:59;0.1417;0.1742;0.3159;;Optical Recognition of Handwritten Digits;Distributive;;;95.31
1;Wisard;2025-05-24 21:22:04;0.1589;0.1842;0.3431;;Optical Recognition of Handwritten Digits;Distributive;;;95.85
1;Wisard;2025-05-24 21:22:10;0.1545;0.2017;0.3562;;Optical Recognition of Handwritten Digits;Distributive;;;95.36
